Subject,Gait,Sensor,TP,FP,FN,PPV,Sensitivity,RCA,SDA
1,regular,1,671,11,518,0.9838709677419355,0.5643397813288478,0.7311,0.7172634954569749
1,irregular,1,148,440,443,0.25170068027210885,0.25042301184433163,2.9698,0.25106022052586935
1,semiregular,1,472,130,328,0.7840531561461794,0.59,0.8620,0.6733238231098431
1,regular,2,739,4,390,0.9946164199192463,0.6545615589016829,0.7951,0.7895299145299145
1,irregular,2,177,746,750,0.19176598049837487,0.19093851132686085,4.6583,0.19135135135135137
1,semiregular,2,661,456,462,0.5917636526410027,0.5886019590382903,1.5974,0.5901785714285713
1,regular,3,433,19,988,0.9579646017699115,0.3047149894440535,0.4835,0.4623598505072077
1,irregular,3,129,291,292,0.30714285714285716,0.30641330166270786,2.1156,0.3067776456599287
1,semiregular,3,458,103,385,0.8163992869875223,0.5432977461447213,0.8009,0.6524216524216524
2,regular,1,696,3,1050,0.9957081545064378,0.39862542955326463,0.5735,0.5693251533742332
2,irregular,1,101,585,586,0.14723032069970846,0.1470160116448326,3.1659,0.14712308812818645
2,semiregular,1,370,27,525,0.9319899244332494,0.4134078212290503,0.6167,0.5727554179566563
2,regular,2,1165,22,94,0.9814658803706824,0.9253375694996029,0.9714,0.9525756336876533
2,irregular,2,175,396,398,0.3064798598949212,0.3054101221640489,2.6406,0.305944055944056
2,semiregular,2,381,19,512,0.9525,0.42665173572228443,0.6198,0.5893271461716938
2,regular,3,1177,107,113,0.9166666666666666,0.9124031007751938,1.0539,0.9145299145299145
2,irregular,3,151,483,487,0.23817034700315456,0.23667711598746083,2.9401,0.23742138364779874
2,semiregular,3,554,86,95,0.865625,0.8536209553158706,0.9969,0.8595810705973623
3,regular,1,685,0,733,1.0,0.4830747531734838,0.6534,0.6514503090822634
3,irregular,1,133,510,511,0.20684292379471228,0.20652173913043478,2.8750,0.2066822066822067
3,semiregular,1,420,69,521,0.8588957055214724,0.4463336875664187,0.6858,0.5874125874125875
3,regular,2,879,6,340,0.9932203389830508,0.7210828547990156,0.8424,0.835551330798479
3,irregular,2,135,396,399,0.2542372881355932,0.25280898876404495,2.3839,0.2535211267605634
3,semiregular,2,510,81,328,0.8629441624365483,0.6085918854415274,0.8296,0.7137858642407278
3,regular,3,994,139,141,0.8773168578993822,0.8757709251101321,1.0779,0.8765432098765431
3,irregular,3,163,539,542,0.23219373219373218,0.23120567375886525,3.1473,0.23169864960909736
3,semiregular,3,558,89,224,0.8624420401854714,0.7135549872122762,0.9078,0.7809657102869139
4,regular,1,838,3,521,0.9964328180737217,0.6166298749080206,0.7657,0.7618181818181817
4,irregular,1,165,723,725,0.1858108108108108,0.1853932584269663,3.9035,0.18560179977502814
4,semiregular,1,423,137,241,0.7553571428571428,0.6370481927710844,0.9186,0.6911764705882354
4,regular,2,840,1,519,0.9988109393579072,0.6181015452538632,0.7657,0.7636363636363637
4,irregular,2,125,422,424,0.22851919561243145,0.22768670309653916,2.4079,0.2281021897810219
4,semiregular,2,384,79,378,0.8293736501079914,0.5039370078740157,0.7590,0.626938775510204
4,regular,3,1089,85,88,0.9275979557069847,0.9252336448598131,1.0690,0.9264142917907273
4,irregular,3,198,443,446,0.3088923556942278,0.30745341614906835,2.8246,0.308171206225681
4,semiregular,3,562,126,128,0.8168604651162791,0.8144927536231884,1.1238,0.8156748911465893
5,regular,1,839,4,402,0.9952550415183867,0.6760676873489122,0.8113,0.8051823416506718
5,irregular,1,122,715,719,0.14575866188769415,0.1450653983353151,3.8756,0.1454112038140644
5,semiregular,1,535,184,186,0.7440890125173852,0.7420249653259362,1.0793,0.7430555555555555
5,regular,2,623,0,840,1.0,0.4258373205741627,0.5987,0.5973154362416107
